352829	DHMKpeYWdCfMYEGYFh	erqterqg	3
1153145	bTkrPLfSSOcwdy	gyzjqik	3
1058677	CnOVJ		3
627065	uUhZVMqqsrEiBfP	adeihgux	3
485813	VObRaMl	ctrj	5
477585	WdKWIUVoCipU	gqedyhz	3
622738	iIdCYgGcMwvLjlkW	mfkzlpgebn	3
444212	NfaPTGhZbbTxmjZA	rrhexsse	3
252836	mlugxbMyyIEGrRN	vvkizky	4
807781	ZTVfiMtKLJVSBLKNJspLE	itzgqt	4
291700	BQMGuamCD		4
508728	slCzlgTxMuXBEsLJ		3
1032308	QQCrIL		3
504745	gKwFyQvjg		3
938582	gfQzXRypby		3
421148	KgaZUADEEdu		4
741799	hOzaIWlpzTGi	yenv	3
94515	JyxTRBojWzKfF	zfebxtfdkm	4
337091	OuFFernkePbgMKj		4
27275	kcZwIharEe		3
467194	EETlr	optqppt	3
458222	kCgMXBcAcUCh		3
125178	aDyoNTwOJPH	ukxyo	3
460026	dlooCJi	timo	3
12382	unlhCefXoEVdcJZdSVV	yebymb	3
677825	CdnchdVQzWHLe		4
219281	fubvyUiWLzgkK	tfvegcc	3
1022643	OIAZXVvsOwNtld	jwrja	4
589031	jRuuLdUmTFZph		3
261056	vdBBQnlSJkFRJSrvbva	vytt	3
1156140	ZHORutPKjbWcP	qcgosm	3
311628	cbZZTIDuWyVtetChR	kodbvdsinl	4
227826	zUpmmFEcsdAzdto		3
515369	kVTlkniPZIoboy		5
625025	wJwapfYrAhOwof	qmfrsr	4
1118718	QNJimFemcHRlo	iqtmc	4
575849	GXWsZUuZVopuvgIkkpBp		3
895712	ZjiySVbJGUPkTIufiK		3
993517	vHXUqvoXexwxXMoBpM		3
14073	MaDsEJIr		4
352267	tlVXGUSrnJuECHMlDmWx		3
1158710	DDNgdXBNtDu	tark	3
1157087	XpBQTrWXiFhXC	mjvqt	3
222370	vdXfPtYlUpjtT	esnqav	4
1184458	WXooMsiKyAydkiWBoSip	ijsvykrfnt	3
939385	fDCHrjDjdMIUlvDre		3
1065046	ejAwywBsdCOUF		4
400243	DGXveNNBIXv		3
385753	acOcvSxFoUu		3
497245	CFuTgAtKE		3
529704	mbXxEPoSIhbVnCZ	wrncrozy	3
849532	ppRVktVIJTvxt		3
998020	yCTTLhKjqfkxxumhHD	nspersbmw	3
1072036	MPjvooCktDIGO	qzpwrmfn	3
715895	DhSCrnIv	zsodchv	3
201160	xotsJL		3
176179	NJmtzUcnAqDRpQvgMqT	obddafrcwr	3
808404	hbFOVagTtsJeKbD		3
991722	lTUPVMwvsJGptRsM	bravb	3
434864	ATqpiEEO	aowlrjsrab	3
579090	DzakHF		4
383285	EtSOokiNJyyLtYw	qmojcy	3
270926	uxFPIWOoQ	fbvqokxbu	3
204665	OkfyPEia		3
900916	itiBLZ	rqlsbed	3
977241	KuiAovbLNbWUB	hwpulgq	3
677669	ypYUiWrU		3
107795	XfgAaVPijTduxsvK	ynrnny	3
835624	MajvOkdDcEjerX		3
1094451	IBnYiXJAqys	dzwhwqwb	3
687219	pqJskJSaGLfodMqZXsw	qvlcoaien	3
980840	ZcwfsWcpULdrgFTTg		3
272287	tBwLgAHOKIca		6
522290	JPxnlQhopOmHDKEk	ofmsalbmh	3
127646	WraenYyJaVZTtSfczRekd	ntdw	3
319034	tjEFJ		4
1110189	gOzZvAGIeqxH		4
834760	pCGFAUgPipkrodwtBtJO	tjvv	3
991247	xNQilehTgIyfn	evfzv	3
1147590	DVjchs	zqit	4
46126	XglsKxgwYzYnBOnYKWhrG		3
188467	AASSbRPFaBz		3
657154	jpmqDqtjTEkgWyvt		4
548443	CuwfWlGNEIrTUar		3
1081885	VJXRPPCGaQ	ibykxkl	3
1104318	NFoqeQriqihAfnRqW	qmec	4
395122	pHuvaydsFxyfoQloyP		3
58164	dlUJoVCMrvJMqwnvo	zsaafvv	3
484675	DlAuperfRgTjoAzYaqN	vcdpmnf	3
1060427	iIDSoc	nyzptodr	4
638526	xxSabhU		3
43470	StGZEBdwyNNjuHoYJ		3
495904	DHavgFIWNgOv		4
10116	VtZbxaxvFHdSkS		3
798186	mnEMjOslrRXBPTLZzpQf	axisguz	3
325007	QjrrZefZxzqJoMNfZuth	bwxqrks	4
261949	DvUTTHUhFIrkrjDfRzX		3
157381	cqMmSMpReKG		3
78410	QohyoWxSOXw		3
970902	ZzENTwLsirbWqAG		4
1106387	syiyzQpEYBRHxZoli	sbmmbo	3
898273	pvCcWAWNUvC	xdjffhi	3
1022025	QohlHcyjzwFAKhngRtCsC	sqjazum	3
883950	sqFnbHaEyuZpDue	lyqsgbmwqm	3
1056744	uVquHemScnuS	uavq	4
795444	uoXUrNkxzTK	prvyttlgcy	4
232898	LMTQNpQmGsizmVsrd	ounhx	3
165822	SejVB	yzgcd	3
178579	EHNTCPqiIAYgLLwfY	jqrsoaon	3
870782	tYfMAluxoRxyQAYf		3
39322	NFakynCMJlzNKEvbJZRSz	moyjddwk	3
478299	neJdZpJgRMhXYw		3
646423	xuIzdEgkw		3
282115	oqYOPFvbfnNjqBLMAQb		3
1015474	qjXxdlNKNjjilQ	sixazvdio	3
348060	jnXlodapWJdfpvEjEFhh	vdxxhhcc	5
542838	nfXfgpMJ	rbzonvp	3
960586	mTApuejTBeiaK	gjjh	3
120647	fqrtc		5
515504	PzkzYWcNHBtgFZsvQmEsl	yjcnxvusn	4
184470	whPgSXwShkilUg		3
716180	zWgjRqPRWpUNhmoFu		4
1142449	MLcPtlsDVeNVvEcfcfAz		3
850580	sBArjW		3
211660	jSCieUx	yvpob	3
995897	GrLixmZWvbNAPU	uxryyl	3
943547	MJElFOeCaEfKSHXttZu	gsbwe	3
137282	wwjOzDiYatIOBjio	cipaohd	3
1007930	jKTLKCkrUWWiStjrBxTe	wftgzqdj	3
839288	IsGnWd	pytuxiqung	3
697642	CElsdWq		4
696783	BzjWlSwhfYINcE	iyhwuaa	3
842250	WmDaTiDMJTmepmsF	xoieqdy	3
731225	eauKg		4
23600	OEmkdTLaVI	fjwdlm	3
456838	gTJNXbSwqMVbqLUNg	zbygx	3
1127007	kPWVChkYJkDQilfDvNCK		3
829808	ynOJEHSYXZVsaz		3
656456	pzKXbWEfSlfxGVLGP	wgynkph	3
520295	yjusSFwRZWTQVoKo	cwxlya	4
326952	frZQlXHW		3
403872	HnaAASOupkMapSn	prdo	3
734260	KMGQffexqGIimSLO	pnsgzoj	6
745893	gLXUYWxBNbPrqYQePGbbb	gxuhuwe	3
465685	ulJdczBkinJGoDYVmyR	eujljl	3
70712	fIWxOucEISnyUmaMMc		3
971093	IuKFbSTsEUunp	cwbthq	3
737155	QVLCaZrvwAenNMpyZyKJU	vpaoazsk	5
1094397	XtkEWExbxcgqbHnFvzaQ		3
197549	kxQHiDgUMYDmeIFm	cjded	3
1150909	ieKyKnlK	otre	5
250692	WdbWSkAmYmQs	teunn	3
676589	atWxWJjX	ztvtbnbs	4
1102172	ilaZHMTswhR		4
81448	BZoBftmutsK	dyrgm	3
1077161	EADOnVULETw		3
836079	jphexhtZWuMlSSzEX	zkkarph	5
113660	wafIZsqoehe		3
1079278	JVxJmBNm	cidyx	4
820014	SCAIvwhsaJSbJhADHCR		4
246558	pydbtbhgxXLHNnBneYpK	rlranhx	5
540186	LJpFajXgwrQsQ	qgcwt	3
1143623	VlTVRFDhzdOTh		3
959395	hzwOS	tpqwcfj	3
854030	xuGHGkytxOjGuRRcI		3
862692	KFgFNmvvNzuxRRkXvf	pqwtyix	3
70668	hdpwijjuxQGEBofYph	ddranobiqr	3
663735	tHjoQQhZmXa		3
399346	bLbiEotCRfDNfTToIAay		3
256377	dEFXJfkKsNhrRATMkl		4
372852	FtTGFDNsau		3
1184990	VPHHhkkydMfvPlpURWo		3
157723	uIyLruVUc		5
576999	vmlNFZacNZJC	rsiyyzm	3
250880	GbKWETyLSOfR		3
364350	oxLMKlwEZumFtB		4
390592	QWghc	vpkzvu	3
818234	yKtFsgnlkdPDkWQpzy		3
804107	RTPyTCNTH	cpmjhczyg	4
25526	IbEySHWlFJwgbPOC	nwjzzg	3
1099517	AgKUUhBKHKMnIAPNIHGl	tkpenhveiy	3
493372	RoZNT		4
1174734	jsLEjQWhorlCk		3
992282	uGrjdA		3
1044972	DvfKdPaQrqdhN	cjyxalc	3
972798	DivvylKoVIAoI		3
374027	hoBlEVfOmbRoTPxVQMfBI		3
128372	cMKCbJoYiHExXbm		3
195577	wnAdxnqEBAXryzC		3
365304	UGohqtYvODQGnJx		3
293328	QGbaYgKi		4
866713	YGSeutWXUjoXjqIxhS		4
1151614	NXWTrkrBGdn		4
31023	XoFYHvKovmgjcoyyqEWY	fofrdaqpv	3
412236	wnogSh	qdowly	3
969626	WQRLzCQEgddtcaowQ	qaucyjitx	3
809534	ucrCQTkv	lxjxqcxu	3
610783	UKvWgKnacgtNOuxt	ydpenzggo	4
542148	dDXGnWnTe	uysjlzalkp	3
911872	KiYUHEJdw	pknzz	3
1196218	TdlAskM		3
401588	xPHYQqigFNebCTnOCom	iaxphp	3
711186	PSvSeqPcFr	avlbhqpj	4
919639	PBYqpPDEPirtU		3
179837	ceqCbwvHke		3
317157	Zuybhc		4
857474	LURdOzmQtKVAKeTuAScd	mwacgocud	3
823982	YEunHhOTPeViMyAYsanTa		3
247545	GsswUozirwnvyDGaB	gmsldyz	3
619885	RvudnUknAJWyJuIk		3
1063269	PnQuXaopZZTvXyNEUb	kknxosnoo	3
28745	gTQDCvxxm		4
6096	KnAqYOzGkXDuisnBfH		3
469750	avHvv	adlpt	3
569073	SMooAJbxkboJRNJ	nayj	3
1069975	zQVYoCJ	ezzxvuu	3
82108	oQMaeTwrnxztw	dvxoypqdx	3
800011	PiBRMFcAGDZd		3
993320	ZvxGMWCOzQGuWix		3
543632	NMLQIydxm		3
800271	pHTPlUDLUCaGD	fbvffrg	3
789027	FLmEYkvopkSRGrGD		3
808801	GLLAFklDcnsMXrPWSYk		5
999072	fFAaKAwkUmJxAI	vxlmhui	4
415724	tkrMSzYoqbBIaKJZRp	encprggys	3
160737	XCwXRAL	ygsg	3
87878	ugHiDjqaHsFgywJav	ukmnney	5
795448	mdtWquMfGoupBhVkBzwDl		3
933555	jwVlkguxOTwDGO		3
1200780	PorUGCIutyGvg	puvinmn	3
1111205	zpFPGFwB	xvjrfsy	3
23607	jeCqnTCTXoOAyLySG		3
1024798	jmlMvVGVOZUsK		3
33894	zvEOagBjse	pfneewxx	3
602015	rUQdm	sfrajswlt	3
969514	GYAJQGGQlyYAuJPqd		3
96129	tnPHcjncbcUARZKsjN		3
184960	tagGLW	guybhfmwmy	3
270019	laLHveIGONBNP		4
179804	keDmwUMHRFWOKtP	zhiyfch	4
1114887	UYgiKLYSYAXsJlgmK	gkared	3
988242	ttttFWZbXE		3
859247	jTreDsjMtotIL	ibrvufkyb	3
751423	ofHiioiJVxirYKrTIKjb		3
706574	OqkyrwvEAMiDCbgsGfFnR	ccjececlyn	3
1092185	mjOFwNLexdRVKAr		3
418407	AjjvOUbTUEkxG	kiigh	3
401972	TQZXRXXLNFSG		3
175964	PWogfFwuVJHjG		4
830320	TXvJkdtprkdjt		3
443605	qgIRoAZ	sbry	3
407099	jKXEHhhiQAONpFq	ebhk	3
647812	JVimfAYxES	ujfdzw	5
274477	DFDtENeTYJKOcLt		3
448277	BTNyeabtVAbgyiedATCF	opozwalt	3
259152	WpJBJtNOh	objn	3
978692	XWPZQXZEzitPj	vovaoabov	4
371002	KNCwjynmOjevY	vvxpwuwro	3
514404	DwysJV		3
465038	ZiiGGLzaREcxbccefCzl	zotg	4
506529	AEVHFpbwpDyNTJA	hhvg	3
819132	QRxANAKvlrNEGantcToM		3
212608	UYMkJdEtRuWqP	oucvakegux	3
886571	fWrselPFFWq	hukrciu	3
502490	tShAGypwdycYbOaN	fdfwjowgu	4
963082	mhPCBejyiZwIOraHGhntm		3
676659	xPoSJKsA		4
1037066	yyeEeJYHnMlGPsEIlAWop		3
56159	lBTrOpuh	wzxok	3
834334	snTrHMmHXbXWLR	futqo	4
1139439	NaADvMbbqHQtuql	gazu	4
430557	uNxrZHiZfaz	eswxqhwpp	3
798337	yncZwH		3
357242	hBACoyvYdYIFqKmiRDEZ		3
574131	gFVliyYJNchvUov	jkhx	4
1043508	ZeeWUcozE	xcgwi	3
182062	RnKppFBWQZGVudWuVhHO		3
736629	IWuerPuGpELMVMkbZlQ	bhvwwdpw	5
274716	PBeWrcSShoAgN		3
71845	zmcEHb	kznipgzgg	3
931491	NPXpEFkGzqpMNMKkc	lyynkhjf	3
1028397	uybnHnuIBqJwGdjbtZlm	qrloc	3
38782	gNiovtZVrqjfaZuU		4
1096079	DEkTRzUEcRAfNRefPzl	ozheskegk	3
498717	ohBRYzcwY	mbnyeiq	3
817117	XFDTXPN		3
489845	qXBdtUlyZYwWNOVNyVi		4
1154302	hHbNaaEasRITihlkvWDA		4
789558	VMxcHVBUlGqPU	aueur	3
1167743	DNRjJoEgnWUbAHkAPQhZ		3
195783	WaxLiVPgKusKnU	mvhezv	3
686653	agsyQestdebPEWMfr		4
710544	bltFeqbBKzMMzRm		3
267875	uTyfPHrZyZgpXZDFMrvH	qspucvj	3
325049	oLTKIOdMktMc	efuwomfx	4
456205	CeEqsD		5
1164989	KgLONEnJezOXRfTeLrt		4
689080	qhmWYYybtATbY	gqttl	3
830313	IEqvzJADHa	jvie	3
51568	zpiAzHfwfT	gkfwmojg	3
1046728	GFhdrUzwBeyvXL	bvnnehb	3
371079	xfRJUtxWBfXO	odkqmcwlwt	3
962584	jkQyzHZAjBPYGwhfszn		4
160411	NjVHeBUv		3
108870	rqybzxbsrmgrEFGe		3
392098	eikXtFWCCTOOAMGZug	xndhlixl	3
695224	gGzDhforfmeyz	pgwc	3
203901	LIrekDdZbbPo	hzbtfpuj	4
485500	raPpXo	qwgkzty	3
635679	NDHuJnbiDbFVuMcELTT	hkbeqeq	3
626177	dvUktGKNHQnDVJlyn	rzcr	3
48301	yQmBaVsxdHITjdN	vfjhtfoel	3
431899	jQgcJYfTYLhNPmUaK		3
846139	VkdvIbEoFNqJQwNxG	vvzb	4
984429	obPPAUyCWrCfeekxCpl	tnjh	4
954932	ciZlJVqcoGwChCg	nqumvyz	3
651777	sjzGUovQKY		5
1018359	nJPmlFTIpBzuRr		3
613251	ilfwawfKvbHOaEjr	klbeon	3
938167	QliAVlfJVpyQQpLZKKqvo	sotvgz	3
545270	YdCresalprXOWzcOQ	pjdpprl	3
602164	BGYwsGEVGCMoPKkZndcqX		3
294717	VNvevcuzobPptM		5
695902	SiTyfqqmUQWbMSEgNH	fhktnbp	3
288095	bbvbpNPDT	mmylp	3
44930	hxzPhADbR		3
835658	ktnfCSyxvAoAHlPT	wgbbcuh	3
828853	etMdQj	bruum	4
498469	RrAqzFLVRMUuUcY		3
500841	uScqSaNWYR	ljymyb	4
916330	yWMHmqaAOMxplNzICQYjh	mrxlzvd	3
647770	BMazUQU		3
293572	tEGGcejSCYesTGK		3
415450	FwVIvJqzPsYhmBJK	ccgzgq	3
449977	alSIsAtYhjQjR		3
467940	qlyXKr	jvfcwto	3
1075244	YSiWecMljQde	kdtpyqr	3
411940	xvKgefmCqK	jasamou	3
1034302	mFWYueYYTCDjaV	afbc	4
246318	qhLkMhOT	aazzkufs	3
338215	IaGVN	geyrmojx	3
1002565	aqlYqwsW	bzfazhrupx	3
863836	giZjTcu		5
336384	GDfXsgVEWMYlr	exshxspxrf	3
756126	XIIkKDbuVxAATaswOAac		3
925135	strlmtDhjpQlawLvoud	vxrysai	3
839580	LJDGNndkdNOeLBbhrw	kdqafgt	3
288462	AjXUioSKbJrCmcubw	thijkiyh	3
1162475	ZhnkNUNRFedIbnVf		4
113642	yklwy	bhbfrbga	3
999623	PAhJt	xlekkrxf	3
996328	McmAGEnEbJTWihvTlFmp	qoezohm	4
32841	FgZzDfDW		4
927035	FrkQwPZOncoLIzhpfX	bvraghi	3
1123638	LrbCXrdeLxF	rxzfjuk	4
429397	xtHTjhf	jxpciivnco	4
60540	vwVYOyEOzyxChydC		3
1116744	DIjNnogvoUXNT		3
253360	kiZOvofgcQ	xpekcodq	3
634652	mdBffADEfPFuUVEknyJf	jjzieq	3
1078129	fJZytKhhgWXWq		3
1011612	mPXXAQCNMbLSjXHppY	dvyix	4
117436	mgIITMK	uomxmxrptj	4
961043	OHMZINdftrOWrCl		3
145080	lChuFJS	wiqmml	6
501497	SkuwRky		5
874187	QsnNHcYoUrGsGFrIfPeJY		3
613507	THhPLgjNZdWoMBie		3
136649	jmVoACCYgo	zjlxo	3
1202094	ghmzT	djrltdix	3
906491	TsXvpaOhuTdiBK	hxjpgwai	4
716586	KnhhVqISSSeLGy	vsmabzduk	3
311849	QLbXNgPyLWgCPMObmRpf		3
1093343	CENRKyeLWZYxLTdq	lspeaubcqj	4
181860	MKuLp	uoeodnm	3
994729	nMFidGkwdOq	enmlftexk	3
81117	pLTyJ	uilbvv	3
859104	VQVizTHdNeFaXN	nqbetxu	3
624796	UacaJzOBEe	jcoehtksq	3
156093	kLBgnUXTJ	spervo	3
1189091	NRcxgpYDl	sytyxly	3
752596	WUUtPHdRRx	bnvqicsp	3
630857	puWqatZdxdTUsWUFvztWT		3
1120505	bCagHEgCkvhcQMFVCL	qcymzbwhf	3
1043079	MpmSxEKXJ		3
859306	WgGFuzlCBtAY		3
160388	YqnCcbAvEx	fognglx	3
734875	QsBpuLtlJ	kpegwt	3
897188	UwcUHYfQIRAUmlIn		3
51220	mRSVYxwuP	cpdgkfxkfc	4
71190	cjaEHavpplrgb		3
685787	GMGdl		3
926823	LdBgsYJAJIbBTSWXnroE		4
1031624	mTJXt	egun	3
1140179	CWYFJDtAbSJpdy	lnae	4
351374	YrdgeQV	nhsx	3
127668	aGWRNLHq	nkhofkqgzv	3
1087691	jYeyCCJquX		4
326315	CSYcRUDTIHjWj	vdxd	3
430957	UgFAZMDO	dttawwds	3
11404	IXvKPFuEypfFx	eogmyy	3
665661	yImwwrzzJBPYyNJCVcmj		3
913170	NOlEaiUjiT		3
806243	LdCrBCxAI	yfljjcorpr	3
897082	XPTEXmKnofwlSoj	wlmgnl	3
360853	hMHOJI	lfxmpho	3
435036	YQTBhJpgGQhQN		3
860012	XsGdXaRJvMnDmQmx	yeiuicmjt	3
883962	wKSUEkAZ	kyvnqzg	3
256350	ChFqrwnzuUSH	xoza	3
1138056	jiLPFyXNH	xdhjxxbyl	3
1186378	zhRYYMQaqIKwUADCo	uqvrwj	3
1195639	AMDyhgXHLLNlDJehWos	qwlutspld	3
708786	hZisDEyONsTUKz	yyjlnuzht	3
1150518	fQcsFo	nvltzjzwk	3
276708	SNUVkEtv		3
158907	wplCRjvqfmtLf	myhsmv	3
1071584	vbAxlIBbrZsuGZB		3
924925	zBIbmyhoxca		3
927134	OApIJ	sayqozn	3
501622	DnnrixE	thgxsmkpq	4
567561	igjHNtyzik		4
995015	ZZNZAnYXCq	oljodog	3
