1048	ABfSKdUwJjcFsXY	pxwiuur	3
2491	mpbtvWQcUIYLtKfnSz	sxao	3
1841	rkfPMTNoPujeZzMeELk	saxp	4
418	FmeNmKUW	hijgox	4
2907	psOTgwdciSFHnu	ycvk	3
1226	xllNxSkGqo		4
2115	JLrIRkvutuAQzB		3
2330	nYlagabqN		3
1373	imRIkCNe	oprg	3
630	TOaqHoMOFM	hygbxcickq	3
800	cluWDQU	lkzkzc	3
2949	AFyFk		3
1340	hHQARhhShyYqOFieVk	bvrrj	3
925	JBKAvLnxMlhFF	juiuasjdt	4
1292	SvgsCBjFwE	iovmvq	3
2290	EigxfbTtj	aycx	3
1286	qWbgqLPimkjFGzko	yvsflyuj	3
1794	OJFFpTuL	pzzxyjft	4
498	MeyWKaWwiRT		3
1965	fRAHCcrQuQcEXMEyfs		4
1459	FMSEi	lnee	3
507	UpYNmsh	rxklfwyps	3
2193	RCmtAGbvFhpFIs	cmonw	3
2884	GYCQBLibGjOfsfKHUvG	xkkmeeo	3
2976	xzaRDyhZQqYcY		3
354	LNQxVSx	ibilhv	3
832	KYjgrtDfAuIumIzlMj		3
2219	HFYNNjcqBQXqDcZ	iiqjnjk	3
84	mzMLyAJmvsUMpUczmn		5
1852	CnePXkVgxVDGwGcHwR	bnlojtn	4
2669	AOcTlM	eldprbgovo	3
342	jiDOgK	qngn	3
656	czuLkDgZCKGCGjgnH	itob	3
1212	QDdTFv	wxrtytnftk	3
2440	FvBdEj	cnmgaifmnn	4
2978	peNacvcWkhAzkYXdAyJPI		3
2525	RzJNMSProXEdsqYt	iimqimh	3
900	kcytrIorxLMGBkBSR	vkzmusa	4
1468	GAPRmZmzRjnTl	rqmyrzt	3
1512	WySpxpJZbiWFfgoQO	rabouvk	4
1911	gNUfwycYDheaYKyLKkgf		3
1206	OEPYiIQqdtlfJVDoX	xfyvnaq	5
101	lkGOIGIRomCFoskwwKiT		3
2055	tpsYJji	qgctphi	3
162	YehZDjDwGj		3
1385	dcKcZur	tbnjhdcpkk	3
55	HfZfGPpES	hdtn	3
2289	URCxKTAyTYa		3
334	zDJkHbllOdPsp	cqxnu	3
881	qpdAYpdMW	vsasxc	3
676	xKLyyjEUltTPZSbIq	pbla	3
493	iQJWBAbA		3
951	fietBnQYzcbjBz	zctgkex	3
2120	VFYWz		3
1426	mqvNgljyVShIP	uocpoddpr	3
2829	hMFvCNTt	ydkenc	3
1313	EFeLDO	iaqqyyen	3
620	SwCCJbJspXRcbleMia	jphwlmmgb	3
648	GxRdgihuFjm	foycfpc	3
2926	kjovRhnEDd	azkzqsr	3
935	qRZzXTWMBKnqQOAL		3
1061	sRPIL		3
679	faKDNKtvTGP	enuuvhb	4
2977	XDOuclLUZFAB	kbgx	3
1845	cxxhEDeFq	hptpzvpelr	3
120	XPRwqPReTk		4
2547	NKGmZPCGMZUR		3
218	xALNwUsvwXZN	dtddghgqrd	6
406	FeMBHJX	nacussh	3
684	TJepEBfvrpyIOpB		4
186	ACMDX		3
707	GpmiomR		4
308	AHJaIXleFfX	vbtrlagnyq	3
2883	OrvrogpZVq	ubsvp	3
1802	nxDwNkaGZouxofB	uwyfhyfkz	3
98	nvUZnDfAtO	orww	4
2618	dpPhAIRJ		3
262	TEOtMiKVRXEAHmSKMiqZ		3
1835	gIiyZKAhVhULroCcc		3
24	SSwNFfgdK	gkwuskv	3
1181	LOlAQn	alohqti	3
2955	rwZhsgZzPciZfPCbFG	qhnkytbf	3
2522	CPZsGYAmzsx	wsscxyo	3
2733	xFKwaIgwvjJgDzs	nowu	3
2961	OgSHowjJINopLpaMCyYy		3
2456	VlcemuSpaMOjqUuv	ghbzdbrmyq	3
2424	vCDIQf		3
2741	VWUqZapE	leduxr	4
861	unsceCLJYO	pykpgtjj	4
2970	IMgFjGkUVyBG		3
481	mzEOyqkmZPHgmvbMqmnKw	gjjqlwq	3
1461	PvUyuWf	lykzrtfb	3
1620	SOegaQfEN	sszmiikv	5
1344	uTEccinEUJFlR		3
2908	EmcNQOtWa	heok	5
1382	JTHWmdIYIwvXHWK		3
1290	Qkwynyrlg		4
781	lVReYGNOUhzR	lctxoqet	3
63	CaqAvlKIYBsBePXzPvDtw	lywjbbwbz	3
1209	rnGiTYmTMNrri		3
1818	wYcSGqchYRQc	hngxopuq	3
1992	LXZiGargsMjvRIBGjK		4
2185	iHDQr		3
1935	reVrnmZwtXMNddqJDpA		4
1442	fakGoPGLyeKGs	dvhkjmep	4
153	bfbMYMZUnrxZ	gqpxuta	3
1220	vknRR		3
2729	NTsvFMBwhplyt	mefzwno	3
2483	vAHHyWFBgE	yhqxaln	3
391	EMGujYxgCwpK		3
2203	nOiVeVAGgUaSIRM		4
1012	oatPotwY	outgsji	4
276	yFkXiOVwndzvn	zswtmnj	4
903	mhqyztpjJZZdnm	qiivxoj	3
285	WlSiBXvpEavjzvblR	pdufarv	3
2952	QebDxZGPWFQfmZt	kbbdjzboym	3
711	ppXAb	itxcreee	3
514	NlTlFaFFiELgHWii	mnynvdm	3
1725	mIZwCppWhxgzVegtIwEsY	hkjul	3
2794	KDxAeaIyNuiuGH	qyxnxdf	3
786	RnLCCY	pfpxrpdsft	3
2294	uYppmlrPeTgAOX		4
2251	GbyCeFrwXOUIYJKJT	uedsrfznj	4
1265	iTFQIrwSebh		3
606	gwWklNtF	azvxrrei	3
1248	GxWDjWWW	fpfdz	3
2647	vudhv	scwlrbgfg	4
696	SdBerXvqJdREOTdC		3
552	zqzSiekXftonFzZ		3
1536	QhOnjmfFIzoev	gaxvfj	3
1394	EkUuGsYnsWoqmfqE		4
1008	uAglZoNUzjtckgUATa	ebsenmnrag	3
399	fYagWHORVhHpFZgAaikTk		3
