2747	LqiTiELDoe	88	9.695
2647	vudhv	90	9.695
1005	xzCHDSxCqNWxImPxRClj	77	9.689
1716	RShKv	46	9.684
1258	IpFHVLRZaoUd	99	9.675
948	WUGURNrYcGgpsHw	66	9.671
932	bmBrzETtvPt	105	9.671
1643	puxVrwJVxSkiOxDTjXd	115	9.666
1756	KaSCTUqmhgPIsnTdMyS	70	9.657
2017	ztMVFfwc	102	9.651
2451	kIbSUqcnBM	106	9.643
2297	tywJDten	60	9.641
1833	DkqEGuOgpqOzfXkpkEBl	70	9.64
542	nSnJIteOqFx	80	9.633
2288	BWnRRF	46	9.627
967	QyxzePyAHv	118	9.614
2820	ijPYzJKIKUxAvNybh	107	9.6
2255	ZFdVpNZGjgrujlldI	45	9.599
2111	aiKxXfNmjeywNDGFQrOJP	66	9.597
1414	mJNIJUYPPshw	85	9.587
714	wgTFCyy	73	9.582
996	LboyKWXTBCIWN	118	9.566
734	LePEgmiFJtUZlEcKMXQDs	78	9.565
722	XNSuNvFlFRpcs	60	9.565
2924	HYtjhwkzJDyw	43	9.564
99	apzeEzXDTJn	86	9.54
2745	aboWkjWNpRAvz	112	9.532
620	SwCCJbJspXRcbleMia	65	9.525
479	vuVojCyRAAglUHgtCNlz	63	9.519
779	lMAlGj	45	9.516
1590	VpVwEWpYsVC	85	9.512
650	QZcQzQuE	106	9.511
2673	FNtMdrrOwDWbjenfXOTti	79	9.506
401	gLDGQvSEByPQoeDx	102	9.505
1343	XaowJDmrviyKYIjc	81	9.499
258	rdNPvHPGlanGEtPEqegH	50	9.497
2580	qQAWbMVhmIgTa	70	9.493
2150	QSuvbHr	45	9.484
1826	ZrLVFxUZIHxVdrliRZTY	106	9.477
2090	CVxTnLYNfYcBws	95	9.469
976	vHZTXlg	90	9.465
1475	VEMSMFRYa	82	9.464
1332	KROsDfKItrayx	86	9.463
1158	qwqhcxHpAwlVI	63	9.46
2219	HFYNNjcqBQXqDcZ	63	9.455
1787	MnvlpkkQaynMCeGLUXIbJ	46	9.454
2187	gHsZV	90	9.438
296	pzJYXUXVeJdKhK	61	9.432
2050	NchIlQlK	47	9.429
76	xxbElCDIMoMDzdg	57	9.416
721	SpCBehpdv	60	9.413
1044	mhmpOqgF	42	9.413
2004	jhXznxwviymoMZz	66	9.406
2454	FipYpX	72	9.404
1879	FgLbzItvW	59	9.395
46	XNLhVIWDhdG	65	9.383
1936	zHHhslOxfAVeQtCCNGp	45	9.382
2131	WNqMiPGxDP	70	9.379
1838	SzooFjnNWS	91	9.378
1069	NkQTTQ	65	9.377
743	fTrjvSQHPYgNOWQ	119	9.377
2165	bGAUZwlbKCHOG	98	9.372
876	aWLvDMdKS	62	9.368
2573	dVnhdkneheoKBEJWphpJx	54	9.366
1765	mytKkdNArmVaSxDiCR	73	9.366
567	jCPhdLvPRiLDDFQ	53	9.36
2015	SFEtNF	43	9.357
165	DfcsJ	114	9.352
1835	gIiyZKAhVhULroCcc	91	9.351
7	rkizYtIsjYGP	115	9.33
599	cDARhziFqaKlBoQbbWaQ	82	9.312
749	YDAIqTRdQYTJrjpXv	51	9.304
1923	MqKZeGPvSPc	84	9.303
2394	hLfoKLiBG	50	9.302
322	JzwgpVryCOphbf	111	9.298
518	STzZbLfeJsOpb	120	9.285
1113	xoDmoyqpnGmIqDU	94	9.277
2604	zGXPfw	86	9.276
1333	WukTpNwtNYdpwlWh	73	9.252
515	RykyNGuPhNLH	49	9.251
1625	dtKtRK	90	9.25
2783	GNiuvBKnvOWGCSKEON	85	9.248
2179	GzeDaCLBkeLFW	108	9.248
1451	XMQNaOqtjsGhwHnOLaQA	85	9.246
1903	VvNQJCaYVV	114	9.246
1878	PnbyHVssWJdiTHUNTQinZ	45	9.241
1981	JNSLYsczYlucZ	94	9.24
1195	bTVhKgULPPrA	72	9.238
1630	cMgyjzgtHoVjNwOZE	101	9.236
1341	UqBcZNBRJqLe	59	9.209
1330	muRQmJxeKvQOx	80	9.199
1050	mbUiwgPAEceChDfzMKh	110	9.192
2262	sEHAmkmKaQoTSoMPnsbzq	67	9.187
149	dPnAgqFQ	86	9.176
37	UAkmEMejECSvswjNQCSSF	115	9.172
1533	FolXP	89	9.163
2086	MaPiEtRDmHUtuP	67	9.159
466	ztarSpxdmb	86	9.151
1378	hAXOifz	112	9.139
459	pCuQUr	101	9.13
2952	QebDxZGPWFQfmZt	113	9.127
1898	uVMnaeHmRyP	108	9.126
936	WujfmOHioVeAtevev	99	9.123
682	tpWhnHRfOvRB	106	9.11
730	YokQSyNjETLDy	46	9.107
752	qMPSDdFuehsAlsVVQlyyy	90	9.1
1403	ynKdHRkhYEIfcadW	45	9.099
666	IjUCkk	78	9.099
2055	tpsYJji	96	9.097
2112	VrfRDAsFcfLWh	43	9.094
440	nUQnZEminkVyFdFPi	101	9.088
2236	ULGIvWX	60	9.081
1711	lIOVzEMtMkmMD	96	9.077
2257	OgQhOBnsxCgNSaawlMZf	119	9.075
1680	QzprcAkCEwl	49	9.069
481	mzEOyqkmZPHgmvbMqmnKw	79	9.051
2741	VWUqZapE	98	9.041
235	sVXKZqyeWHJZfW	113	9.036
1975	FwhJuaxfwbujeqqFC	68	9.033
1904	btlnfEc	93	9.033
2250	IUFxXdoiUKwYGFnuXhfGt	97	9.032
465	feQOlqGMXl	71	9.024
1998	mGLFnlAeisiSPXIf	118	9.023
2036	vccHgM	48	9.015
1457	JTOyrNnmMYxw	111	9.013
595	mVFbnx	100	9.009
1394	EkUuGsYnsWoqmfqE	63	9.001
763	MwfgG	56	8.996
587	MJQTqWRWLaI	65	8.985
769	rHtdq	61	8.982
2360	yjSehmSDAnFjxCxxzNm	109	8.965
2494	oQoudgHQSnenaR	119	8.961
549	LweHaVBb	70	8.954
1605	kjTIZmaj	109	8.953
1404	nLxFKKCuw	53	8.952
1639	yLUHKQwracJWxcIN	108	8.946
1401	LOMEq	67	8.94
2373	NBzjgjoB	54	8.921
395	UWkVtyUkbVFhl	84	8.919
1161	GIAlMuSjkYDbGPd	68	8.918
2174	dTEiIvyPXJzdWU	74	8.912
808	KWPqkFvNdDfy	56	8.911
1608	nALXJoCENtTX	92	8.894
2154	wSYFddAaoDesDAPVg	53	8.888
427	RSDTsubTvjphgxxGwp	99	8.887
2242	VHxvrKgRyVPe	106	8.886
2905	IupzXcjAGQhvsYtcpa	101	8.886
1536	QhOnjmfFIzoev	88	8.881
1029	lrpKoAKnFWGre	54	8.867
600	OrpzImDgbcMSBuO	70	8.861
1466	NmqxzbqaSaWrON	83	8.837
95	boQQtRlUfq	119	8.83
1488	zKpiXbWTVpwKuJjPr	86	8.819
2801	jOlGMMq	81	8.817
281	lxOvPBetwq	50	8.794
552	zqzSiekXftonFzZ	97	8.791
873	SuLfFPNKNIVXpEY	50	8.785
1377	kzuxdmmJsSyH	88	8.774
2484	sgkhejiJyxNGg	119	8.767
2873	yRXRPIQTZexaSehIj	69	8.767
1875	zJmYTWhdN	118	8.765
1772	SfoYTlETLebpMISYg	71	8.761
2797	kQEdzYOReiknYlk	58	8.757
1389	bDWYDxtvZO	63	8.748
1918	SYegAsajLHdjjFrneY	106	8.743
975	PmDxDLFNNGtrE	115	8.734
2417	NjKNVYfINtPwUMqlW	57	8.731
1232	BbOfXyZPCqioscu	86	8.73
670	mAZWm	79	8.725
2793	SyjYHslUGnBaIh	58	8.724
366	wlXCdwRaXs	99	8.723
116	JsyZFohtqbWnBZXPNXJ	98	8.722
654	xBbyIOcuacJjdKWTyryXE	75	8.72
2153	AMnWNfNvBcBkmGGYPWnDN	55	8.718
1459	FMSEi	50	8.713
1046	FrPXPQaeG	44	8.708
2763	kiMpQU	41	8.707
257	eTluIrvEYvzzVR	68	8.704
1065	vdNbK	67	8.702
1423	MBVifHVONpgdzYHHW	85	8.692
250	ArCSEHvz	115	8.688
1115	vwonehAGWaGmH	51	8.666
2615	IoYIMAvxyTlUvLBSVVEW	101	8.665
1388	vJYeQDqedjXJIjsJ	72	8.663
364	jBQcePVByzENHMbQ	75	8.66
1943	ZPsmWTwyGYBrtA	86	8.654
1020	MtWvfXDHlND	63	8.649
1560	PaYLKYcLbUD	59	8.647
2069	hLiXnyxyNtLOYMs	120	8.641
1753	CItcHbZYJQXfFzWMjL	40	8.638
1635	EnDNnvKOXgwuQ	109	8.637
1409	ZkVEqUOftkb	97	8.624
660	TAsXgBc	83	8.622
1382	JTHWmdIYIwvXHWK	117	8.619
1345	bGWyuKxDCMGUWC	114	8.619
433	XMpwrTNszcBeug	104	8.616
531	uSdMHPQsmfZHDkvufYqSs	112	8.604
181	bNzvFmWsKQvLOFREOHpt	56	8.596
2265	TQbvRNgsZ	79	8.595
1748	NxERUJOkUXKP	78	8.59
1023	FLwEMQXHxajILby	61	8.575
888	nXKaPSKOkjqNqUpsyv	103	8.571
1331	CXstGfVmJvULNp	76	8.558
955	pJQddM	116	8.543
1201	tVTijANfWAcV	40	8.535
623	ZAiOcd	46	8.535
217	PTMPmVpSyldZHjeZFtQm	77	8.535
1150	XTOIqgu	78	8.532
2322	LdYnAlUwQBIgtyWKZHxpr	117	8.526
1849	KTVBUSnPHVFWbzRpWTz	42	8.517
1166	HtjyBKGcUjyVP	50	8.51
2616	uIlVWSCZOGGfUdv	103	8.51
2215	QaydXqzdsUggEfa	55	8.51
2841	FTkKJeKeINPXT	42	8.508
860	BLvBR	93	8.503
1328	hGWCNXpGigkYodFIh	74	8.495
1433	iWKHKwCiBAQXTJftJhm	56	8.49
2480	yRiOcLWSbX	107	8.485
365	LBNQh	107	8.482
903	mhqyztpjJZZdnm	74	8.477
632	elmeNzrwuBs	118	8.466
498	MeyWKaWwiRT	54	8.452
1751	ohpldanOQgzGCX	56	8.449
397	bYgNDj	52	8.444
2192	RSJbFjkrgZOFUzxDn	108	8.44
1076	UbQkRrvZLF	95	8.438
1548	aYhViDlFgjfB	53	8.433
1498	rpBRydekfhhyOHyhw	60	8.41
1652	RkZxGF	74	8.373
852	NGPvHfri	55	8.371
1582	DTluSWynqpbGA	62	8.365
1446	yyzWwhQhVbEQfUQz	117	8.363
2390	HYZrbPllZKcwSFCjFN	113	8.345
2748	TlVyGHttUMXGr	46	8.336
1449	JfLUPuhSxKHsgCCsNUks	45	8.331
2146	CUfuFYm	64	8.329
2698	spJUKUaUtEVsuepKEHPZ	46	8.325
492	sZhJqKsWhFHSOcIstey	107	8.32
1450	BMOuq	104	8.318
1743	xljSymUHftJ	89	8.307
1436	QNbukfDzmIhs	65	8.304
703	RJZQjHhuDapn	74	8.297
2590	eFfxjxflEZ	109	8.296
2021	nhATYUm	50	8.294
1157	opynATgeU	56	8.243
2449	oIYPcCaoZTfokxIxWT	49	8.227
1641	jamkNPKEaCPiMWtyFY	69	8.226
1141	qGDCvc	89	8.221
246	GTmTTfUPPZKiM	87	8.217
2229	uqqDNZLhzVTnwaB	83	8.217
1992	LXZiGargsMjvRIBGjK	51	8.205
1572	DtGbaMRCE	119	8.198
781	lVReYGNOUhzR	100	8.195
1860	LkCGeHW	66	8.183
691	gsTgDGPXBJCmslqG	113	8.183
423	gnLqoziCOlHL	116	8.183
609	kqJFsEWbob	52	8.173
2352	BsNJKsJcrk	114	8.172
2779	OfOIAcjsWRBWPn	118	8.172
121	lqIwpAQxQIkxKalaO	117	8.171
2308	yBrcnYS	84	8.161
1554	UiKkLhBNZtGcR	50	8.146
1292	SvgsCBjFwE	57	8.14
2927	YbYAhhdxdsmuPKPzqliiH	63	8.139
341	aUXwyignnOXXDYzC	60	8.136
2685	uVNOLcGPNpQLbmbD	119	8.127
1540	mxBIPZZwXOgtgEFENEwQ	66	8.125
185	rCnAPi	43	8.123
1167	HOVsdZiioCSP	92	8.114
1242	EilUQWcn	41	8.109
403	vUpsHqdjD	119	8.106
425	XuRiIycPjxcugL	85	8.095
991	ciHMkaIgghsYLSYU	54	8.094
2389	vGgtrBScLGLfvQjhwX	109	8.094
2628	HFuSAHfpxaZpSwV	99	8.088
2566	sEAIYZyfeMtFbarVBj	84	8.079
294	JYMNntLeTqNcdswK	109	8.066
1090	ukJHCW	84	8.065
295	wsJnRJQUsizdanhYuURV	47	8.063
2912	sZXAiAftXqyJeLKV	55	8.061
2415	GAdmOggGHgK	78	8.061
1683	DtehKEqBVUTMiA	86	8.054
718	xhZrabdfORuwDvA	42	8.052
1070	rQnJPkTNoSZFy	73	8.047
1248	GxWDjWWW	100	8.047
1189	nzYbGWXnEHBcvAafDMPC	40	8.044
255	snTsfMt	116	8.041
624	OYfIhASowHZrncjZrbhM	93	8.035
380	OKSMuOGtfCKdiBxsDyrj	41	8.034
744	IAikLsJxuiqhbcah	53	8.019
1906	IkNEAUSWQhIGpiVNYND	88	8.015
2134	cAqzjkuvwYfD	68	8.012
1274	EqKBDkirplhSY	113	8.009
1916	tGFtZUr	110	7.994
28	pcfPQdDeuPXHOZnEoK	51	7.993
1208	prOksXIyJRnJT	42	7.993
1306	UCAMktpFaQjRWCYM	66	7.992
317	FphaYlnglCCVPHPYXuBp	83	7.991
2567	aveILC	115	7.99
2093	eSLzrKuMFLuHTLnYRhBx	59	7.975
2808	LlbeAimbXpouH	118	7.967
1828	ccpaJe	115	7.956
2821	mKfPGagWhGaI	55	7.954
678	QZWSBxzqkPMKa	99	7.953
1026	hPmGabaVPVcvmpplWe	48	7.942
157	XnDrIfsIYTshTR	107	7.94
2340	ZbJYRVRAVrbaH	91	7.916
848	ozPwTKOSntVavOb	64	7.912
807	fXImNJLbvFIKlLalSjI	106	7.904
367	PtiSuLcTXrtdGZEw	89	7.903
1717	arPQXFlxWeFZD	56	7.9
2702	bYqTRlYjlnN	56	7.899
1493	qYnOfivSxyJxNUXlTwGB	80	7.897
1188	SJzFkNglHg	106	7.89
178	kkVMOkm	87	7.883
2338	ykIFSOWSBh	70	7.878
1112	Kgmbg	81	7.87
162	YehZDjDwGj	83	7.868
2435	CoUKCkBx	74	7.853
435	vNEBmhwQdupUsHm	57	7.845
1327	ScoBdHy	53	7.844
2671	IiKTbvJfknyUbE	59	7.843
900	kcytrIorxLMGBkBSR	109	7.835
1245	vYOABzWwgcvjZTGSjVl	105	7.834
6	TcTTJOzrxaSMDyEuhab	44	7.831
585	OfblBBM	74	7.819
196	FMHwMdZVYIjqe	58	7.817
1642	uHDKRItcGZKob	83	7.815
1991	qICJZUxfNIUNRhrnlplfm	58	7.812
2476	YupINahwUoswc	42	7.803
2623	vYvrdHixotT	87	7.796
733	AgnQChb	52	7.791
2688	KlkWmmxTPWMggoouPrRWL	53	7.788
2384	oaHVVMoAHIi	72	7.783
1047	sWiOckfeuLA	40	7.78
2039	auwtPWjeNFKTIV	79	7.775
637	OIsBgCwVgu	85	7.76
1169	mLgTmJdugpQlZEnDnYGx	74	7.759
1965	fRAHCcrQuQcEXMEyfs	53	7.757
70	RiPdNlsIWC	43	7.755
2511	hylEUJrRwoCPEUvtJw	52	7.753
2456	VlcemuSpaMOjqUuv	54	7.752
210	hjFGBKthCEbMSlgpZpSH	113	7.742
1676	svtwvipb	106	7.74
1750	OiAuSb	111	7.726
1573	wiWlkpruPELnu	77	7.718
451	lFcwuXFut	89	7.717
1714	WRBomvOiujd	41	7.716
2529	rBaQONwi	78	7.713
342	jiDOgK	86	7.712
1027	XiErPdA	61	7.711
803	rhzaiTcKUJyiQHnlQUS	84	7.7
2667	AUbtfdMCQBRyeVNb	109	7.695
2488	ZdlMSRVHoPROGeHI	80	7.694
2599	jvUjETfqvJBbqmH	81	7.693
2266	xTtbpEwsePtkOVgBWSCiw	81	7.691
159	murGQAisQCaRCJH	101	7.685
1337	EbcAAwqNmZKXNqnX	81	7.664
1739	PCuEtw	92	7.662
1193	OlvBVYPbk	57	7.661
2031	eWIGm	106	7.659
937	MASvtBKvCHXlyrt	51	7.658
2614	usnirQBlqXFp	120	7.654
2408	scfryuzVyQmPaDC	70	7.633
1194	sjMmfTODGzpEiFuIOe	81	7.631
1186	WgEtsBNfKtfynvLGSh	55	7.621
2752	myhwRgN	115	7.619
1280	VGtzsOiJKZ	70	7.616
2428	BXLUHozVTscWUxShBy	63	7.61
1651	TVCTjiT	78	7.584
2697	wMITVpEVjlShAF	71	7.58
2546	RZaaKlIWAtO	103	7.57
1100	hKnRSxaPQYOKjoXtS	60	7.567
1933	RGqhtGOIgqVdJ	63	7.561
690	ozGikqLTgklM	68	7.56
1019	ksWZxeHhtMwMG	45	7.557
102	pluSDS	70	7.544
519	dzKxhzx	43	7.524
502	LkCnEgfdzz	42	7.519
1470	qQzCpvESLrbjjf	108	7.518
812	vOYVuWt	76	7.515
1214	rbIwjpEyuXqTgpuUrwe	77	7.512
389	NsIvtMydhhoKSuSWu	58	7.511
449	QISUPrG	45	7.509
2328	RZdQEMtIhCDWZVAbLx	42	7.492
2397	pIeKDc	84	7.488
2648	UgHnJIoHkFALb	80	7.484
318	KBzpybrHYNzSLik	106	7.481
1868	FrtbPT	75	7.473
2822	oIXNdIzsYB	81	7.464
1989	DHrsHqcBYCRvoTsKFlMYS	90	7.461
994	rFOhASvRPvWYt	67	7.46
2468	VZnlsuudOEkrg	96	7.457
2205	RVeWQaUOwKmEPNDLPwiuZ	89	7.447
2530	rxENznchuKYVJXJTZPPm	98	7.447
109	awriPFM	55	7.439
412	bPjsuiRbRnTxBTBVqX	42	7.437
640	irBrDsAKiRI	93	7.437
2612	mUXpJCwvBf	73	7.416
2926	kjovRhnEDd	57	7.399
1296	nzHkAAnPIHGsroLqVO	89	7.396
2611	brExOwCOneasNXQg	102	7.394
320	frbucqAzseDSfOmYMy	64	7.369
92	YSDPCtew	97	7.369
2550	imXhZMTucsvRiaNlZR	120	7.338
1142	wZqlNDsHkHrGNg	109	7.325
2028	SwltrErrlqGfXqtdU	64	7.323
1797	NYcjmIAxQkVgu	52	7.318
488	ogaVnkNmTd	89	7.313
1520	hhNgMGQHphBDSnaE	40	7.31
496	TyRsWYyKlk	42	7.309
751	lWMLUhXgfkySuOKBAfR	105	7.309
1687	tPdkvIUhGudJ	54	7.309
1818	wYcSGqchYRQc	40	7.307
984	lLQAcYQd	113	7.306
1083	pyFosDbPkuzQmRMyP	92	7.305
710	Luojigu	52	7.304
1391	fHyZEedvPFOjEJAFKxlgM	51	7.302
1935	reVrnmZwtXMNddqJDpA	66	7.274
2207	fnYOMHnnkSqnfc	68	7.273
1805	svrdLmNshBGNNzECQeEPw	101	7.264
2722	cogZHULfmtAetEVVvvsQc	101	7.256
1957	EszHUdYsrtRomq	72	7.245
1015	qlAFISrQcgmPjACau	86	7.241
298	iObmVPTJ	112	7.239
2564	tYhEIitG	48	7.229
2419	DEvyHZQEgL	71	7.214
969	LuriCNtYFrghvDLLIeIS	108	7.212
124	irrNROz	71	7.212
1462	okRylpaXrlDyV	44	7.207
1073	hhpBejhhdgxOiVHk	40	7.205
2513	MZWTIjkgqbAb	67	7.2
1181	LOlAQn	47	7.199
1594	wlyFLryqABYrUK	43	7.198
2514	mdjEilLSUDdgDUCoQU	90	7.192
2081	FGqUzWJcrSr	90	7.189
2444	OgtPcW	49	7.189
608	FyzNXsFjfGP	87	7.187
1233	cUpAIU	89	7.178
2418	XEGtHFnYRRyX	99	7.173
464	UxidkokCdBdrY	48	7.168
2126	ufmuECIKvxMoxMS	72	7.161
1366	iKozIiTeCsjhL	106	7.157
1059	urGwisCTzOKTdnF	94	7.154
687	xPxhVcKuyHNtBZWhyPHi	69	7.15
801	ubBbkvoxdWPAkMWpm	42	7.145
1600	PUupGUtW	72	7.143
2462	VdVjaHc	108	7.135
1526	UwsGyQxvdTJi	68	7.131
878	BxWIyYf	61	7.129
1662	EmZNkIYyCFPKOFK	112	7.116
612	wzAKpMCh	53	7.097
182	EewZPBwoImh	48	7.096
2420	jGFGUmUswsV	70	7.095
2060	dWAQCBP	47	7.089
2589	YtPdr	113	7.087
2598	UrkvNiBsrcdzK	99	7.085
1381	HpnfwhWSPLHkfbhnGW	105	7.084
972	wTDrKdCxOkQFYoKxWPjli	109	7.079
487	QLAlUtgTTXCIFUYhU	73	7.072
1571	DuGJJsLBXTvouENbhjMLq	69	7.063
1399	yjICCOshrMt	103	7.043
1735	AKWRB	82	7.042
2959	LJAwPvcIIzqlb	87	7.041
1212	QDdTFv	82	7.039
2690	BJUZpwpWMEPfaftMtAnl	50	7.039
1759	IfVAy	47	7.037
1665	hcFIofWHRXGfxMuer	67	7.036
323	XiLoUDvV	101	7.034
2241	ibmaROObqVwtSAWRUB	117	7.031
1159	QkvuLiKQELUXZlhXiop	47	7.015
50	INHkuTEoVBdBJipP	57	7.012
2386	nSGbqnzsiFAF	55	7.01
686	edhowmQncDXfqUGFxuK	54	7.006
1014	fNYTEW	114	7
1179	FQjyevggzmr	69	6.99
2907	psOTgwdciSFHnu	106	6.984
1040	aIfrlSIfihRsXtOfCt	51	6.983
696	SdBerXvqJdREOTdC	102	6.982
1997	gxsonHcuZexBACg	105	6.98
378	GAPqjGoUcadXQITiea	72	6.975
1412	jnJOeTwhIHvV	56	6.95
1607	aLumNgDXJS	83	6.949
1396	psLwcTPOgGOWPyETSWFr	113	6.94
2731	xDdxM	48	6.932
2129	NUVlSzwvkeycpd	69	6.924
13	hXwiObqpMaLERC	120	6.923
2416	yRSLqrU	85	6.921
1731	wNLuygtjJz	89	6.916
1420	UodkoCcjPaPwZfPH	98	6.914
1275	iYoKsDmamDDOYL	46	6.898
1387	wfdKQO	40	6.88
2497	JuPTFAyhrZahfMhQFEmJD	110	6.873
909	BKyKWiECGFK	82	6.865
2582	kGCUQGRqNoPlHHlSE	87	6.862
2672	khpkiaGXpdNDherpilm	94	6.853
802	PyFfYMMYL	117	6.851
1352	fGoVIa	77	6.84
1778	TErIhtRBIG	72	6.839
2637	RvJTefXrSfm	50	6.832
759	fmhAhRWZvdRr	68	6.827
1243	XuTTbnQJcDIkjubOWhH	54	6.823
1844	lJAEeBKADIZiwSQ	105	6.819
1968	AQEzJIGYp	81	6.818
2436	yNemeaHJDoQynR	91	6.814
1505	yCUATas	86	6.814
1136	KdWcCyFeg	114	6.807
1448	zWLwbYEZmnGjJEV	112	6.792
1037	GqYASNGNOsMNgLpW	68	6.789
306	eweqoyNoDRSlexxrJ	67	6.788
2235	SoTSQ	100	6.787
2646	NyoFzfBrZF	54	6.785
1416	PzFLystuWwdIBEPtcJ	41	6.784
2712	pxWLmwXRI	68	6.777
20	TAKhQeHiwSncfmaNWQC	56	6.772
1454	SbtWnHapx	106	6.769
1499	kyqnyhzmiTrS	54	6.766
729	iRyBPkJW	63	6.759
1806	OYXXYU	114	6.757
2891	LGDTSYMjPgfIuvbTk	84	6.745
283	lauARrpJr	40	6.743
2603	mjsmgS	104	6.729
2622	bxLFTtEjlYUCYXTcCiN	47	6.724
1508	WCQmFyOnQlZpaxAWHbN	116	6.717
2528	csmKHweqEdMkd	42	6.717
725	rUWorFp	108	6.716
2387	sfmiLhfm	93	6.694
2757	qoRExCGKD	99	6.689
1891	vRUOv	72	6.688
2581	QiBDpVQsaocpi	80	6.687
2047	PYEGRM	54	6.682
653	USsPoLZUqFDVneWRj	56	6.679
1685	WNDRseLBSACOVdIzt	57	6.677
2421	HReRdm	74	6.67
880	ZzQhAnjxbcbJICts	69	6.661
747	EeKszHFlmm	101	6.643
82	dXrUCPA	76	6.627
2693	qJNnh	78	6.625
2568	CPGJH	44	6.623
1524	LerMwVvgGzyu	101	6.614
1784	cgTOWpenwwojPN	42	6.583
1889	xwreqHcchFTydqNQh	51	6.58
2899	AtoBPMsvYBDqbnXZMF	113	6.564
1268	guqkIwKx	46	6.562
1256	ofOrUTbHJOIkUyAMxpYxw	102	6.56
1095	yGtpGjkW	53	6.559
580	DTzWUWYPH	89	6.557
2058	eQHYeRgdlGUX	103	6.545
2631	HvZVXYVeHHfzbzPydbRS	95	6.526
2087	UhPtjD	104	6.518
2565	NKTZvLPAgg	81	6.514
2159	VPPdAPOIagXE	61	6.514
1386	jccVpKxKGovipUc	50	6.491
1944	ZOQIAoydyAibA	106	6.474
760	JBgmgZyZXvhjPerqpFS	73	6.473
120	XPRwqPReTk	55	6.471
2309	qqCZmrluCj	85	6.471
2176	mlSzdMgWOE	69	6.465
2574	LltACDSbDiTFKWoXdOGll	99	6.464
2245	nytiR	78	6.444
561	ilzpglIbYMjjYGm	111	6.433
661	fUgYwhLxNHcra	77	6.413
1028	eUPIHf	113	6.408
2920	JGIiGmSu	73	6.396
390	uWpfSdQaddWWdkwUD	73	6.365
1406	WXXbuMeBjzi	84	6.345
2894	lGSUAjpiGmDO	83	6.345
193	JipJOPNZQah	117	6.339
500	AYhgoWKyeRSdgqAH	116	6.339
2202	UIFRKfjOUqJl	70	6.321
1830	xbcwLiORkZndHsPq	97	6.317
2363	oLPmVSNuaULUvOqth	118	6.307
501	DLkfShRRVwegZjjssE	95	6.3
2118	fffwEDx	44	6.293
348	WMipUPd	72	6.289
1294	XFFitmNAIugXRUFJga	117	6.284
1766	aNSyxaIImELVUbuQHIv	110	6.271
2941	qPJdkQxheJOSwt	102	6.261
